timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type,hour,dow,url_host,bytes_total,is_web,temporal_score,relational_score,xgb_proba
2025-12-17 04:25:00,1.163.236.245,174.53.253.115,42983,443,TCP,5116,7700,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/wp-login.php?id=77025,0,0,benign,4,2,portal.example.org,12816,1,5912705024.0,0.21563517,0.003454321
2025-10-19 00:55:00,1.171.237.168,101.113.65.72,13644,25,UDP,27946,61530,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,1,0,benign,0,6,,89476,0,720234880.0,0.22139975,0.0145690935
2025-11-25 11:22:00,1.177.112.19,112.248.64.86,21097,80,UDP,200937,139012,curl/8.4.0,https://webmail.corp/backup.sql?id=421977,0,0,benign,11,1,webmail.corp,339949,1,6866428928.0,0.21563517,0.02855976
2025-10-28 06:37:00,1.181.8.253,110.40.222.144,5331,60219,TCP,5038,6915,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/shell?id=764873,0,0,benign,6,1,api.service.io,11953,0,5159905280.0,0.21563517,0.0071410546
2025-11-16 13:44:00,1.188.132.156,91.39.76.120,38554,22,UDP,30412,52939,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,0,0,benign,13,6,,83351,0,3358609664.0,0.22139975,0.006645153
2025-11-20 01:55:00,1.196.206.47,154.4.85.88,6706,25,UDP,5924,23284,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=291721,0,0,benign,1,3,portal.example.org,29208,0,611187008.0,0.21563517,0.016167246
2025-12-15 01:22:00,1.197.111.46,203.18.188.179,19860,445,TCP,37470,8409,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,1,0,benign,1,0,,45879,0,7546563072.0,0.22139975,0.007069771
2025-11-18 23:41:00,1.201.145.253,70.181.182.183,29727,53,TCP,313,305,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=389934,0,0,benign,23,1,portal.example.org,618,0,3780023552.0,0.21563517,0.0028640833
2025-11-05 19:13:00,1.201.251.118,4.18.71.118,25,22,UDP,41586,25244,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/dashboard?id=450,0,0,benign,19,2,api.service.io,66830,0,1410796928.0,0.21563517,0.016952222
2025-12-14 15:08:00,1.201.49.205,189.212.172.217,33229,3306,TCP,363274,409777,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/owa/auth/logon.aspx?id=653471,0,0,benign,15,6,internal.bank.local,773051,0,33463052288.0,0.21563517,0.007108874
2025-10-27 23:43:00,1.220.24.246,83.4.114.247,10314,53,TCP,53037,11350,curl/8.4.0,https://portal.example.org/wp-login.php?id=219521,0,0,benign,23,0,portal.example.org,64387,0,334630528.0,0.21563517,0.0062989215
2025-11-08 08:45:00,1.220.40.237,37.127.170.10,64894,3306,TCP,16705,68772,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,8,5,,85477,0,1859932160.0,0.22139975,0.0009558021
2025-10-06 22:02:00,1.237.148.168,8.78.233.235,23306,445,TCP,44258,82253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/manager/html?id=589886,1,0,benign,22,0,internal.bank.local,126511,0,240025206784.0,0.21563517,0.005669392
2025-10-10 23:50:00,1.26.164.55,203.219.26.204,41652,17820,TCP,67074,45290,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/shell?id=467909,1,0,benign,23,4,api.service.io,112364,0,32642576384.0,0.21563517,0.0022922931
2025-12-05 10:36:00,1.28.159.159,193.145.253.22,34670,25,TCP,306701,1095421,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,1,0,benign,10,4,,1402122,0,121868181504.0,0.22139975,0.006850253
2025-11-24 20:10:00,1.31.4.114,230.231.193.98,13959,53,UDP,46930,19089,python-requests/2.31.0,,1,0,benign,20,0,,66019,0,1707113600.0,0.22139975,0.0032791763
2025-12-17 16:02:00,1.34.142.217,28.62.67.247,16000,445,TCP,5729,13987,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,0,0,benign,16,2,,19716,0,96501336.0,0.22139975,0.009980978
2025-11-29 23:20:00,1.5.176.146,73.224.144.102,21,25,TCP,10837,24055,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/login?id=862566,0,0,benign,23,5,api.service.io,34892,0,2048531584.0,0.21563517,0.007308892
2025-11-26 23:31:00,1.50.120.138,173.211.39.156,25520,80,TCP,1561,5246,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/login?id=621043,0,0,benign,23,2,api.service.io,6807,1,430080832.0,0.21563517,0.0071790535
2025-11-02 03:32:00,1.56.22.143,87.34.50.96,34093,25,TCP,28445,80883,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,3,6,,109328,0,221669883904.0,0.22139975,0.007900931
2025-10-14 15:38:00,1.78.61.134,25.1.169.231,1553,22,TCP,35264,127575,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=130509,0,0,benign,15,1,internal.bank.local,162839,0,2525993216.0,0.21563517,0.0050365534
2025-10-11 06:40:00,1.81.111.152,82.248.112.20,22,445,UDP,20682,54729,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/admin?id=363651,0,0,benign,6,5,portal.example.org,75411,0,1830542464.0,0.21563517,0.012023138
2025-11-04 21:45:00,1.9.25.17,106.24.43.12,64039,3306,TCP,4669,11117,curl/8.4.0,https://webmail.corp/backup.sql?id=794098,0,0,benign,21,1,webmail.corp,15786,0,8994380800.0,0.21563517,0.02143437
2025-10-27 13:31:00,1.98.87.230,186.75.230.17,11641,22,TCP,6689,26555,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/dashboard?id=692576,0,0,benign,13,0,app.company.in,33244,0,707568896.0,0.21563517,0.010887333
2025-10-26 21:42:00,10.105.37.154,108.184.66.194,51335,22,TCP,7787,4964,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=268689,0,0,benign,21,6,app.company.in,12751,0,854327552.0,0.21563517,0.0026488022
2025-11-06 07:13:00,10.106.25.71,157.217.143.51,15579,3306,UDP,41390,69659,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,0,0,benign,7,3,,111049,0,16409259008.0,0.22139975,0.0042786067
2025-11-08 21:22:00,10.115.77.91,22.97.191.168,10510,25,ICMP,19858,33603,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/dashboard?id=871998,0,0,benign,21,5,webmail.corp,53461,0,6102255616.0,0.21563517,0.006093151
2025-12-22 17:29:00,10.125.83.205,115.143.4.83,37697,445,UDP,5194,17822,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,17,0,,23016,0,26062725120.0,0.22139975,0.008649954
2025-12-15 02:34:00,10.126.111.218,96.77.33.161,24163,3306,TCP,3769,3021,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/test.php?id=370722,0,0,benign,2,0,webmail.corp,6790,0,811458953216.0,0.21563517,0.010371685
2025-10-27 05:01:00,10.135.247.202,81.223.212.182,53,3389,TCP,1967435,2527518,curl/8.4.0,https://app.company.in/backup.sql?id=865750,0,0,benign,5,0,app.company.in,4494953,0,1171782762496.0,0.21563517,0.009542147
2025-10-31 14:58:00,10.15.63.43,145.43.218.191,53,445,TCP,14459,20732,python-requests/2.31.0,https://api.service.io/shell?id=323147,0,0,benign,14,4,api.service.io,35191,0,5841416704.0,0.21563517,0.0048048343
2025-10-03 23:48:00,10.16.90.143,99.146.136.117,80,80,TCP,15585,58252,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=761729,0,1,credential-stuffing,23,4,api.service.io,73837,1,569270016.0,0.21563517,0.50714856
2025-10-31 13:01:00,10.162.0.103,64.224.254.236,54719,3389,TCP,21732,13862,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://internal.bank.local/login?id=703473,1,0,benign,13,4,internal.bank.local,35594,0,1081629568.0,0.21563517,0.0051970687
2025-11-28 04:31:00,10.163.159.213,165.153.6.126,49100,21,TCP,19612,76649,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/login?id=37938,0,0,benign,4,4,internal.bank.local,96261,0,813882560.0,0.21563517,0.0039460924
2025-12-17 19:04:00,10.181.61.249,67.209.216.216,27406,3389,TCP,32306,20953,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,0,0,benign,19,2,,53259,0,228132496.0,0.22139975,0.0069794958
2025-11-14 03:23:00,10.183.33.114,7.177.232.195,25728,53,TCP,27938,46106,sqlmap/1.8,,0,1,command-injection,3,4,,74044,0,1246508544.0,0.22139975,0.5276504
2025-12-16 21:04:00,10.186.77.33,191.86.204.103,5519,80,TCP,141342,368164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/shell?id=97567,0,0,benign,21,1,app.company.in,509506,1,15882848256.0,0.21563517,0.0016453101
2025-12-04 05:27:00,10.195.171.103,40.194.55.156,34675,22,TCP,3191,3439,curl/8.4.0,https://api.service.io/?id=322478,0,0,benign,5,3,api.service.io,6630,0,2669581056.0,0.21563517,0.02101377
2025-10-26 16:00:00,10.195.186.13,27.9.174.69,35811,445,TCP,10043,39912,curl/7.81.0,https://portal.example.org/shell?id=264577,0,1,sql-injection,16,6,portal.example.org,49955,0,301493056.0,0.21563517,0.7658529
2025-11-17 01:13:00,10.195.206.207,213.24.128.27,80,80,TCP,19256,41491,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/test.php?id=973657,0,0,benign,1,0,internal.bank.local,60747,1,647891840.0,0.21563517,0.39348745
2025-11-13 20:11:00,10.196.195.142,173.92.196.160,50366,21,TCP,297565,553040,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,20,3,,850605,0,41630380032.0,0.22139975,0.002869799
2025-12-10 11:49:00,10.204.116.28,207.42.216.211,34162,80,TCP,89952,81327,curl/8.4.0,https://webmail.corp/login?id=317815,0,0,benign,11,2,webmail.corp,171279,1,2249789184.0,0.21563517,0.00963201
2025-11-13 07:29:00,10.211.55.207,28.199.201.155,6674,443,UDP,156645,380736,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/backup.sql?id=635060,0,0,benign,7,3,webmail.corp,537381,1,59655700480.0,0.21563517,0.0028131518
2025-12-19 16:29:00,10.22.66.18,134.64.88.254,62022,207,TCP,1786,6475,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/manager/html?id=358611,0,1,port-scan,16,4,internal.bank.local,8261,0,4892995072.0,0.21563517,0.9616763
2025-12-26 12:52:00,10.224.0.16,39.111.241.156,29179,22,UDP,19446,52735,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=425746,0,0,benign,12,4,api.service.io,72181,0,1064934080.0,0.21563517,0.0023688404
2025-11-20 14:42:00,10.224.230.159,85.228.213.2,19368,53,TCP,62271,114519,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,1,0,benign,14,3,,176790,0,274002444288.0,0.22139975,0.0047766254
2025-11-06 13:40:00,10.225.220.101,173.230.250.121,65246,443,TCP,30927,27404,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/owa/auth/logon.aspx?id=864197,0,0,benign,13,3,internal.bank.local,58331,1,1200671872.0,0.21563517,0.001244825
2025-11-27 18:33:00,10.23.158.177,137.9.191.49,25762,21,TCP,28294,118488,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://webmail.corp/wp-login.php?id=577414,0,0,benign,18,3,webmail.corp,146782,0,2908461056.0,0.21563517,0.005565848
2025-12-20 04:06:00,10.233.71.174,52.36.187.73,13190,21,TCP,15113,38793,sqlmap/1.8,https://internal.bank.local/owa/auth/logon.aspx?id=925346,0,0,benign,4,5,internal.bank.local,53906,0,1194972672.0,0.21563517,0.025304096
2025-12-25 23:20:00,10.236.202.196,232.105.121.29,21,53,TCP,77862,193070,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,23,3,,270932,0,17079048192.0,0.22139975,0.0060857977
2025-10-05 03:45:00,10.240.133.42,124.176.34.160,7410,21,TCP,19457,62351,curl/8.4.0,https://portal.example.org/?id=909405,1,0,benign,3,6,portal.example.org,81808,0,38109138944.0,0.21563517,0.021457301
2025-11-10 15:56:00,10.242.89.208,145.118.217.227,51245,22,TCP,10044,32866,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/admin?id=736105,0,0,benign,15,0,portal.example.org,42910,0,10658316288.0,0.21563517,0.0041694026
2025-10-15 08:08:00,10.254.115.167,176.220.90.115,3306,3306,TCP,17785,45663,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=982604,0,0,benign,8,2,webmail.corp,63448,0,118846668800.0,0.21563517,0.053537086
2025-12-11 10:13:00,10.255.17.147,63.65.234.116,22094,4871,TCP,50273,73079,curl/8.4.0,https://app.company.in/test.php?id=302715,0,0,benign,10,3,app.company.in,123352,0,1016655616.0,0.21563517,0.0019786684
2025-11-25 08:22:00,10.26.120.17,219.210.130.193,26349,443,TCP,34971,70635,python-requests/2.31.0,https://api.service.io/wp-login.php?id=930723,0,0,benign,8,1,api.service.io,105606,1,1167520768.0,0.21563517,0.0043238834
2025-10-27 13:21:00,10.42.20.158,70.122.169.232,61192,1433,UDP,1783,644,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/manager/html?id=847630,0,0,benign,13,0,portal.example.org,2427,0,818195648.0,0.21563517,0.002430403
2025-11-30 16:26:00,10.43.167.148,21.216.88.125,24488,3389,UDP,1824,381,curl/8.4.0,https://portal.example.org/manager/html?id=431562,0,0,benign,16,6,portal.example.org,2205,0,506147488.0,0.21563517,0.027378159
2025-10-08 13:36:00,10.5.128.30,199.162.148.220,14158,80,TCP,25552,58766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/dashboard?id=637211,0,0,benign,13,2,internal.bank.local,84318,1,2335487744.0,0.21563517,0.004917734
2025-10-22 10:01:00,10.61.159.240,4.45.56.16,57312,3389,TCP,155780,344602,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/backup.sql?id=641197,1,0,benign,10,2,app.company.in,500382,0,14896347136.0,0.21563517,0.005346232
2025-12-10 12:39:00,10.62.133.92,236.60.61.69,17052,445,TCP,988,577,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,0,0,benign,12,2,,1565,0,99435352.0,0.22139975,0.02759935
2025-10-09 05:29:00,10.63.197.239,167.233.33.159,14061,80,TCP,1677,1973,sqlmap/1.8,https://webmail.corp/wp-login.php?id=21913,0,0,benign,5,3,webmail.corp,3650,1,615869376.0,0.21563517,0.53306144
2025-12-14 21:33:00,10.66.129.7,239.148.81.217,65167,3306,TCP,42168,66418,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,0,0,benign,21,6,,108586,0,6085361664.0,0.22139975,0.0025268954
2025-12-21 16:37:00,10.67.120.54,49.176.112.31,12384,22,ICMP,61002,202399,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/shell?id=319333,0,0,benign,16,6,webmail.corp,263401,0,419168845824.0,0.21563517,0.029072035
2025-12-06 11:49:00,10.78.118.1,221.62.31.61,17449,80,TCP,2209,1006,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/config.php?id=937401,0,0,benign,11,5,webmail.corp,3215,1,1921682816.0,0.21563517,0.008240547
2025-10-01 14:13:00,10.98.12.185,136.141.202.85,34030,21,TCP,12305,32941,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,14,2,,45246,0,411914528.0,0.22139975,0.0072630043
2025-12-06 20:40:00,100.0.182.248,30.112.135.37,28957,80,UDP,26925,108726,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,0,0,benign,20,5,,135651,1,1607278336.0,0.22139975,0.003296816
2025-10-22 15:26:00,100.116.190.235,163.22.206.67,3389,3389,UDP,172487,602121,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/dashboard?id=645195,0,1,credential-stuffing,15,2,app.company.in,774608,0,56833077248.0,0.21563517,0.7509917
2025-11-11 22:16:00,100.130.208.53,22.154.166.44,49623,25,TCP,107298,306849,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/owa/auth/logon.aspx?id=323270,0,0,benign,22,1,api.service.io,414147,0,10587452416.0,0.21563517,0.00079327845
2025-10-01 10:52:00,100.136.77.180,66.49.147.143,25170,53,TCP,24433,60898,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,0,0,benign,10,2,,85331,0,3782993408.0,0.22139975,0.005695372
2025-11-19 18:35:00,100.138.6.77,192.69.22.59,25,22,TCP,2835,905,curl/8.4.0,https://portal.example.org/dashboard?id=987230,0,0,benign,18,2,portal.example.org,3740,0,401727422464.0,0.21563517,0.040769007
2025-10-28 20:33:00,100.138.82.123,50.128.53.3,63668,25,TCP,94348,255446,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://webmail.corp/shell?id=999060,0,0,benign,20,1,webmail.corp,349794,0,7899880448.0,0.21563517,0.0043256143
2025-12-02 09:57:00,100.143.114.80,74.73.0.184,22,80,TCP,64002,136898,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/shell?id=417806,0,0,benign,9,1,webmail.corp,200900,1,2397518336.0,0.21563517,0.0746167
2025-11-22 17:28:00,100.144.113.252,110.148.205.202,18074,25,TCP,12511,12577,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,0,0,benign,17,5,,25088,0,1138356352.0,0.22139975,0.0035764975
2025-10-15 15:55:00,100.147.237.109,16.101.42.94,443,22,TCP,13000,36672,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/.env?id=371681,0,0,benign,15,2,webmail.corp,49672,0,6734269440.0,0.21563517,0.022003
