timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,bytes_total,hour,dow,is_web,is_internal_traffic,temporal_score,relational_score,xgb_proba,threat_category
2026-03-09 09:32:21.428335,192.168.5.33,199.119.61.182,1632,80,UDP,1356,710,2066,9,0,1,0,0.02058972163385571,0.02286586222661774,0.14825748636697933,Normal
2026-03-09 09:39:59.428335,192.168.6.58,64.52.97.52,46605,8080,UDP,334,2400,2734,9,0,1,0,0.0,0.02173270148043746,0.04071110312738836,Normal
2026-03-09 09:31:24.428335,192.168.2.144,2.12.106.186,59460,22,UDP,1602,1068,2670,9,0,0,0,0.02799373110225868,0.03065077779601575,0.11822663526701407,Normal
2026-03-09 09:34:58.428335,192.168.6.244,96.30.48.50,52944,443,UDP,1175,3669,4844,9,0,1,0,0.02307154461401131,0.030626605742682562,0.16900751100700795,Normal
2026-03-09 09:37:51.428335,192.168.4.125,25.160.198.40,21954,3389,UDP,1498,6352,7850,9,0,0,0,0.020264418490096518,0.013914191761167167,0.050252299475251117,Normal
2026-03-09 09:40:16.428335,192.168.6.66,192.168.1.249,61681,22,UDP,1741,6633,8374,9,0,0,1,0.010173817775882941,0.21662746134136265,0.9380822998290905,Privilege Abuse
2026-03-09 09:38:13.428335,192.168.4.235,129.208.130.101,35157,3389,TCP,804,5498,6302,9,0,0,0,0.02065168680280589,0.02375976468543305,0.11250315524630736,Normal
2026-03-09 09:40:29.428335,192.168.5.61,141.33.176.162,3206,53,TCP,1954,942,2896,9,0,0,0,0.015761430588489035,0.020792664970041248,0.16042242631175593,Normal
2026-03-09 09:36:03.428335,192.168.8.223,126.147.235.104,10625,8080,UDP,267,7603,7870,9,0,1,0,0.000692671258126977,0.025343475967799192,0.027677101416142366,Normal
2026-03-09 09:38:17.428335,192.168.9.105,209.236.45.182,4355,22,TCP,1874,5224,7098,9,0,0,0,0.009979634612262995,0.019865565627430852,0.07542364802069942,Normal
2026-03-09 09:34:04.428335,192.168.1.128,169.54.122.117,11139,22,TCP,681,4119,4800,9,0,0,0,0.02819759874909566,0.01395046869514447,0.0807185952169591,Normal
2026-03-09 09:36:52.428335,192.168.6.234,192.168.9.45,58836,8080,TCP,918,6015,6933,9,0,1,1,0.03494170321992246,0.15456413525417673,0.7475597873237347,Privilege Abuse
2026-03-09 09:40:17.428335,192.168.10.139,82.195.212.62,6575,443,TCP,212,805,1017,9,0,1,0,0.03102478504834165,0.0332839730393046,0.09750976116744307,Normal
2026-03-09 09:37:22.428335,192.168.8.15,171.44.239.146,26728,53,UDP,170,7506,7676,9,0,0,0,0.018017659282399727,0.015695049219171052,0.14794291119084982,Normal
2026-03-09 09:37:38.428335,192.168.7.136,56.94.3.148,18329,3389,UDP,113,7882,7995,9,0,0,0,0.018452176299094708,0.030290265455018953,0.18147805172244602,Normal
2026-03-09 09:34:30.428335,192.168.5.157,186.212.127.105,47152,443,UDP,1424,4231,5655,9,0,1,0,0.030782276182661987,0.01844310942525351,0.06730388735514159,Normal
2026-03-09 09:35:26.428335,192.168.4.186,103.68.10.65,63883,8080,UDP,298,5678,5976,9,0,1,0,0.02453933240287916,0.014081677333539,0.20217520813553638,Normal
2026-03-09 09:37:25.428335,192.168.6.38,137.159.14.81,8508,445,UDP,365,6728,7093,9,0,0,0,0.013698526967846895,0.004001156598237618,0.04980569379014496,Normal
2026-03-09 09:34:37.428335,192.168.0.235,180.68.153.46,20268,3389,TCP,171,285,456,9,0,0,0,0.09867341196928826,0.022745896535885005,0.05052527572846477,Suspicious Login
2026-03-09 09:35:21.428335,192.168.4.145,90.31.86.190,45708,8080,TCP,1034,3399,4433,9,0,1,0,0.02568231271522738,0.04257271323263249,0.18853743538443798,Normal
2026-03-09 09:38:25.428335,192.168.6.213,9.232.219.92,64698,3389,TCP,215,4098,4313,9,0,0,0,0.1601662292120165,0.010234996908009058,0.6279225719930468,Suspicious Login
2026-03-09 09:37:08.428335,192.168.7.201,192.168.6.154,5674,80,UDP,1512,1581,3093,9,0,1,1,0.02238494604155705,0.2360994716392087,0.7813593153381841,Privilege Abuse
2026-03-09 09:34:52.428335,192.168.6.67,172.109.148.217,46547,53,TCP,1682,5942,7624,9,0,0,0,0.0,0.0205360870731463,0.08028829161728937,Normal
2026-03-09 09:37:21.428335,192.168.10.73,149.179.241.11,27253,3389,TCP,884,6665,7549,9,0,0,0,0.1575483118263079,0.014450411027657574,0.650590869822077,Suspicious Login
2026-03-09 09:38:21.428335,192.168.6.217,173.129.230.240,42757,8080,TCP,279,7871,8150,9,0,1,0,0.028857329251670713,0.025841767871518227,0.0,Normal
2026-03-09 09:39:22.428335,192.168.7.21,164.234.50.79,65399,8080,UDP,498,3553,4051,9,0,1,0,0.010579632090644648,0.012076000090475639,0.010627454605351236,Normal
2026-03-09 09:36:46.428335,192.168.5.210,12.27.82.146,61464,445,TCP,1124,3490,4614,9,0,0,0,0.02059267053368229,0.025581094407630373,0.042011988719184504,Normal
2026-03-09 09:37:20.428335,192.168.6.201,165.114.244.222,18742,443,UDP,165,1399,1564,9,0,1,0,0.0194585560077184,7.427835442433417e-05,0.1363069727024674,Normal
2026-03-09 09:37:49.428335,192.168.5.47,5.109.132.252,57526,3389,TCP,1725,2772,4497,9,0,0,0,0.0051683763780000485,0.014599405864159325,0.07330034377952485,Normal
2026-03-09 09:39:56.428335,192.168.1.251,63.248.12.150,30330,22,UDP,1861,4797,6658,9,0,0,0,0.01640381230333371,0.017884072717205955,0.1158986856792445,Normal
2026-03-09 09:34:24.428335,192.168.4.154,192.168.3.216,48563,445,UDP,1708,1312,3020,9,0,0,1,0.03596929595425569,0.19197872277953412,0.8467735579831741,Privilege Abuse
2026-03-09 09:37:37.428335,192.168.0.187,197.31.238.115,1200,80,UDP,983,2736,3719,9,0,1,0,0.010417899429440635,0.02640449021224362,0.1370914695419106,Normal
2026-03-09 09:40:09.428335,192.168.5.244,205.0.142.70,45869,8080,UDP,1332,7801,9133,9,0,1,0,0.004978370891462506,0.02924226317395961,0.0,Normal
2026-03-09 09:33:45.428335,192.168.1.125,9.31.139.160,63157,53,TCP,1199,2105,3304,9,0,0,0,0.010906843155153851,0.012836707561002865,0.0,Normal
2026-03-09 09:38:04.428335,192.168.6.211,192.168.2.124,60938,22,UDP,1770,3612,5382,9,0,0,1,0.04292666297757676,0.3948298896229593,0.4839175057684164,Privilege Abuse
2026-03-09 09:37:53.428335,192.168.7.43,113.49.97.14,57800,80,UDP,1770,610,2380,9,0,1,0,0.029968803890048523,0.01184154809428627,0.14909808793949983,Normal
2026-03-09 09:39:19.428335,192.168.5.71,167.69.227.206,47497,53,TCP,1928,4867,6795,9,0,0,0,0.016921587027500896,0.023158492933327824,0.0719884103526426,Normal
2026-03-09 09:34:03.428335,192.168.5.162,96.60.142.78,5082,53,UDP,661,1921,2582,9,0,0,0,0.01442299824466095,0.010313603298717163,0.09397110419211845,Normal
2026-03-09 09:40:59.428335,192.168.5.74,192.168.10.49,24689,80,TCP,1384,4755,6139,9,0,1,1,0.001348190994172476,0.31501119457081855,0.8208396866172353,Privilege Abuse
2026-03-09 09:37:16.428335,192.168.5.81,192.168.5.1,29952,443,TCP,626,4950,5576,9,0,1,1,0.0032647441611966983,0.33410755612392545,0.5949620126125935,Privilege Abuse
2026-03-09 09:40:57.428335,192.168.8.56,105.190.210.52,62876,445,TCP,220,3640,3860,9,0,0,0,0.00912639828024851,0.018681322171170217,0.10698998393011959,Normal
2026-03-09 09:33:06.428335,192.168.0.127,92.176.76.106,50455,8080,UDP,945,5633,6578,9,0,1,0,0.02477788874925486,0.021169077683177433,0.2480210151634329,Normal
2026-03-09 09:37:14.428335,192.168.2.49,223.98.235.53,10532,3389,TCP,1956,347,2303,9,0,0,0,0.00039324517792056063,0.024544084800510818,0.04897660767501925,Normal
2026-03-09 09:41:04.428335,192.168.2.177,29.30.91.196,62882,53,UDP,1279,6058,7337,9,0,0,0,0.011081798809937855,0.03292068567631472,0.2506333468818952,Normal
2026-03-09 09:34:35.428335,192.168.2.92,95.234.69.182,61515,3389,TCP,212,519,731,9,0,0,0,0.0388742564350771,0.017479145085367784,0.0,Normal
2026-03-09 09:34:50.428335,192.168.2.187,13.225.162.42,53107,22,TCP,218,2900,3118,9,0,0,0,0.019463455911530037,0.018186661551635872,0.06401766715146694,Normal
2026-03-09 09:34:01.428335,192.168.4.140,167.233.206.167,16041,3389,TCP,1462,4118,5580,9,0,0,0,0.013235440200001392,0.010103187114712956,0.1397244628289323,Normal
2026-03-09 09:33:05.428335,192.168.3.116,135.227.13.146,23533,3389,TCP,1649,2092,3741,9,0,0,0,0.027186950951640507,0.018964181115005186,0.17806558122704996,Normal
2026-03-09 09:38:22.428335,192.168.9.66,155.69.10.221,37627,8080,UDP,388,7842,8230,9,0,1,0,0.016453546407012805,0.013392012225680709,0.29278131101308263,Normal
2026-03-09 09:33:00.428335,192.168.7.151,184.2.121.62,45553,445,UDP,788,5662,6450,9,0,0,0,0.0114985331959484,0.003151498278884012,0.20875910343861787,Normal
2026-03-09 09:35:27.428335,192.168.9.31,57.83.118.58,26154,22,TCP,1078,5281,6359,9,0,0,0,0.025487144872300273,0.03662628199447439,0.09403523706061215,Normal
2026-03-09 09:38:29.428335,192.168.4.36,109.239.171.132,27414,3389,UDP,474,2845,3319,9,0,0,0,0.1578503803298716,0.01946943912607462,0.6865498670972272,Suspicious Login
2026-03-09 09:37:32.428335,192.168.6.170,175.153.96.53,24502,3389,UDP,1669,5312,6981,9,0,0,0,0.014690664754465756,0.014867056333174453,0.12127519309630888,Normal
2026-03-09 09:33:31.428335,192.168.2.178,26.107.6.27,15595,443,TCP,1100,7632,8732,9,0,1,0,0.028214187563190093,0.02874399313323267,0.08937142919644904,Normal
2026-03-09 09:34:20.428335,192.168.6.186,213.190.221.69,52525,445,UDP,1496,709,2205,9,0,0,0,0.012969684722887103,0.01256514213042029,0.24832855586542948,Normal
2026-03-09 09:38:50.428335,192.168.0.120,2.76.134.104,14840,445,UDP,1873,7633,9506,9,0,0,0,0.029293715455214316,0.0260489265942198,0.1536331937854199,Normal
2026-03-09 09:38:26.428335,192.168.3.97,113.58.202.167,58316,53,TCP,1323,2634,3957,9,0,0,0,0.005158852938281541,0.024370341606454803,0.056415417695914134,Normal
2026-03-09 09:39:50.428335,192.168.7.145,3.119.215.71,37703,53,TCP,323,2836,3159,9,0,0,0,0.02896753654089268,0.025505769176202134,0.12886846260454815,Normal
2026-03-09 09:32:25.428335,192.168.4.153,24.148.103.148,47858,53,TCP,1169,1171,2340,9,0,0,0,0.024770769210992347,0.03936815717203514,0.15975288003952035,Normal
